datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-01 00:00:00,2022-01-01 00:00:00,0.029952936803996466,2022,1,1,1.0,10.029952936803996
2022-01-01 01:00:00,2022-01-01 01:00:00,0.9742792043335046,2022,1,1,0.9999997588734665,10.974276793068169
2022-01-01 02:00:00,2022-01-01 02:00:00,0.7999465696245032,2022,1,1,0.9999990354939822,10.799936924564324
2022-01-01 03:00:00,2022-01-01 03:00:00,0.014575450134704515,2022,1,1,0.999997829861896,10.014553748753665
2022-01-01 04:00:00,2022-01-01 04:00:00,0.26208237136200685,2022,1,1,0.9999961419777894,10.2620437911399
2022-01-01 05:00:00,2022-01-01 05:00:00,0.4587024792897978,2022,1,1,0.9999939718424762,10.45864219771456
2022-01-01 06:00:00,2022-01-01 06:00:00,0.11966249816715058,2022,1,1,0.9999913194570031,10.11957569273718
2022-01-01 07:00:00,2022-01-01 07:00:00,0.294009336995663,2022,1,1,0.9999881848226492,10.293891185222154
2022-01-01 08:00:00,2022-01-01 08:00:00,0.5753180571287606,2022,1,1,0.9999845679409262,10.575163736538023
2022-01-01 09:00:00,2022-01-01 09:00:00,0.9794487495692322,2022,1,1,0.9999804688135782,10.979253437705015
2022-01-01 10:00:00,2022-01-01 10:00:00,0.15031709454482278,2022,1,1,0.9999758874425823,10.150075968970645
2022-01-01 11:00:00,2022-01-01 11:00:00,0.7561901531768961,2022,1,1,0.9999708238301476,10.755898391478372
2022-01-01 12:00:00,2022-01-01 12:00:00,0.6585997083635915,2022,1,1,0.9999652779787161,10.658252488150755
2022-01-01 13:00:00,2022-01-01 13:00:00,0.04133254746259607,2022,1,1,0.9999592498909624,10.040925046372221
2022-01-01 14:00:00,2022-01-01 14:00:00,0.15025328071252209,2022,1,1,0.9999527395697936,10.149780676410458
2022-01-01 15:00:00,2022-01-01 15:00:00,0.9056467166833108,2022,1,1,0.9999457470183493,10.905104186866804
2022-01-01 16:00:00,2022-01-01 16:00:00,0.18200990844978782,2022,1,1,0.9999382722400014,10.181392630849802
2022-01-01 17:00:00,2022-01-01 17:00:00,0.8235912391273895,2022,1,1,0.9999303152383551,10.82289439151094
2022-01-01 18:00:00,2022-01-01 18:00:00,0.4272347822753212,2022,1,1,0.9999218760172474,10.426453542447794
2022-01-01 19:00:00,2022-01-01 19:00:00,0.46052565585181815,2022,1,1,0.999912954580748,10.459655201659299
2022-01-01 20:00:00,2022-01-01 20:00:00,0.29151289456354035,2022,1,1,0.9999035509331596,10.290548403895137
2022-01-01 21:00:00,2022-01-01 21:00:00,0.004347136514193051,2022,1,1,0.9998936650790171,10.003283787304364
2022-01-01 22:00:00,2022-01-01 22:00:00,0.28225708935089056,2022,1,1,0.9998832970230879,10.28109005958177
2022-01-01 23:00:00,2022-01-01 23:00:00,0.9910458719014144,2022,1,1,0.9998724467703719,10.989770339605133
2022-01-02 00:00:00,2022-01-02 00:00:00,0.03213917311865977,2022,1,2,0.9998611143261019,10.03075031637968
2022-01-02 01:00:00,2022-01-02 01:00:00,0.8433122910362116,2022,1,2,0.9998492996957429,10.84180528799364
2022-01-02 02:00:00,2022-01-02 02:00:00,0.9263088548271481,2022,1,2,0.9998370028849926,10.924678883677075
2022-01-02 03:00:00,2022-01-02 03:00:00,0.34344522704787883,2022,1,2,0.999824223899781,10.341687466045688
2022-01-02 04:00:00,2022-01-02 04:00:00,0.3819040129642197,2022,1,2,0.9998109627462709,10.38001364042693
2022-01-02 05:00:00,2022-01-02 05:00:00,0.12076549106622714,2022,1,2,0.9997972194308576,10.118737685374803
2022-01-02 06:00:00,2022-01-02 06:00:00,0.11878591896456492,2022,1,2,0.9997829939601689,10.116615858566254
2022-01-02 07:00:00,2022-01-02 07:00:00,0.13066505533894923,2022,1,2,0.999768286341065,10.128347918749599
2022-01-02 08:00:00,2022-01-02 08:00:00,0.054169980780765625,2022,1,2,0.9997530965806385,10.05170094658715
2022-01-02 09:00:00,2022-01-02 09:00:00,0.7474649405926898,2022,1,2,0.999737424686215,10.744839187454838
2022-01-02 10:00:00,2022-01-02 10:00:00,0.7475648879281291,2022,1,2,0.9997212706653522,10.744777594581652
2022-01-02 11:00:00,2022-01-02 11:00:00,0.09549707011098041,2022,1,2,0.9997046345258405,10.092543415369384
2022-01-02 12:00:00,2022-01-02 12:00:00,0.5917551166221178,2022,1,2,0.9996875162757026,10.588630279379144
2022-01-02 13:00:00,2022-01-02 13:00:00,0.3038860887861573,2022,1,2,0.9996699159231939,10.300585248018097
