datetime,datetime,year,month,day,random,sazonal,timeSeries
2032-01-01 00:00:00,2032-01-01 00:00:00,2032,1,1,0.6457331728044037,1.0,10.645733172804404
2032-01-01 01:00:00,2032-01-01 01:00:00,2032,1,1,0.2514685338004692,0.9999997588734665,10.251466122535135
2032-01-01 02:00:00,2032-01-01 02:00:00,2032,1,1,0.3296962915686904,0.9999990354939822,10.329686646508513
2032-01-01 03:00:00,2032-01-01 03:00:00,2032,1,1,0.6393142717445993,0.999997829861896,10.639292570363558
2032-01-01 04:00:00,2032-01-01 04:00:00,2032,1,1,0.35024952578531043,0.9999961419777894,10.350210945563203
2032-01-01 05:00:00,2032-01-01 05:00:00,2032,1,1,0.30877567758005686,0.9999939718424762,10.30871539600482
2032-01-01 06:00:00,2032-01-01 06:00:00,2032,1,1,0.9650451473287808,0.9999913194570031,10.96495834189881
2032-01-01 07:00:00,2032-01-01 07:00:00,2032,1,1,0.28978432149983346,0.9999881848226492,10.289666169726326
2032-01-01 08:00:00,2032-01-01 08:00:00,2032,1,1,0.9054473807177599,0.9999845679409262,10.905293060127022
2032-01-01 09:00:00,2032-01-01 09:00:00,2032,1,1,0.9605332374841454,0.9999804688135782,10.960337925619928
2032-01-01 10:00:00,2032-01-01 10:00:00,2032,1,1,0.15122554544107536,0.9999758874425823,10.150984419866898
2032-01-01 11:00:00,2032-01-01 11:00:00,2032,1,1,0.45351360583341294,0.9999708238301476,10.45322184413489
2032-01-01 12:00:00,2032-01-01 12:00:00,2032,1,1,0.4393622568636125,0.9999652779787161,10.439015036650774
2032-01-01 13:00:00,2032-01-01 13:00:00,2032,1,1,0.7418617640704177,0.9999592498909624,10.741454262980042
2032-01-01 14:00:00,2032-01-01 14:00:00,2032,1,1,0.12604401081108174,0.9999527395697936,10.125571406509017
2032-01-01 15:00:00,2032-01-01 15:00:00,2032,1,1,0.2664152361604998,0.9999457470183493,10.265872706343993
2032-01-01 16:00:00,2032-01-01 16:00:00,2032,1,1,0.1481575906000704,0.9999382722400014,10.147540313000084
2032-01-01 17:00:00,2032-01-01 17:00:00,2032,1,1,0.9158013668289233,0.9999303152383551,10.915104519212473
2032-01-01 18:00:00,2032-01-01 18:00:00,2032,1,1,0.2722684105396028,0.9999218760172474,10.271487170712076
2032-01-01 19:00:00,2032-01-01 19:00:00,2032,1,1,0.4801198646335578,0.999912954580748,10.479249410441039
2032-01-01 20:00:00,2032-01-01 20:00:00,2032,1,1,0.9785460330377043,0.9999035509331596,10.9775815423693
2032-01-01 21:00:00,2032-01-01 21:00:00,2032,1,1,0.28617004302973914,0.9998936650790171,10.285106693819909
2032-01-01 22:00:00,2032-01-01 22:00:00,2032,1,1,0.5418210076665924,0.9998832970230879,10.54065397789747
2032-01-01 23:00:00,2032-01-01 23:00:00,2032,1,1,0.8778432606666805,0.9998724467703719,10.876567728370398
