datetime,datetime,year,month,day,random,sazonal,timeSeries
2002-01-01 00:00:00,2002-01-01 00:00:00,2002,1,1,0.2769546572578202,1.0,10.27695465725782
2002-01-01 01:00:00,2002-01-01 01:00:00,2002,1,1,0.7766628917258771,0.9999997588734665,10.776660480460542
2002-01-01 02:00:00,2002-01-01 02:00:00,2002,1,1,0.6180130736743784,0.9999990354939822,10.6180034286142
2002-01-01 03:00:00,2002-01-01 03:00:00,2002,1,1,0.13272649090821342,0.999997829861896,10.132704789527173
2002-01-01 04:00:00,2002-01-01 04:00:00,2002,1,1,0.16541331847624163,0.9999961419777894,10.165374738254135
2002-01-01 05:00:00,2002-01-01 05:00:00,2002,1,1,0.9604853092679717,0.9999939718424762,10.960425027692734
2002-01-01 06:00:00,2002-01-01 06:00:00,2002,1,1,0.9174705581297619,0.9999913194570031,10.917383752699793
2002-01-01 07:00:00,2002-01-01 07:00:00,2002,1,1,0.8518984138822835,0.9999881848226492,10.851780262108775
2002-01-01 08:00:00,2002-01-01 08:00:00,2002,1,1,0.8835196820995034,0.9999845679409262,10.883365361508766
2002-01-01 09:00:00,2002-01-01 09:00:00,2002,1,1,0.18942618830315638,0.9999804688135782,10.18923087643894
2002-01-01 10:00:00,2002-01-01 10:00:00,2002,1,1,0.5662330815741794,0.9999758874425823,10.565991956000001
2002-01-01 11:00:00,2002-01-01 11:00:00,2002,1,1,0.9669642203383202,0.9999708238301476,10.966672458639797
2002-01-01 12:00:00,2002-01-01 12:00:00,2002,1,1,0.4568402992223475,0.9999652779787161,10.45649307900951
2002-01-01 13:00:00,2002-01-01 13:00:00,2002,1,1,0.05568438029861211,0.9999592498909624,10.055276879208236
2002-01-01 14:00:00,2002-01-01 14:00:00,2002,1,1,0.9140270712185213,0.9999527395697936,10.913554466916457
2002-01-01 15:00:00,2002-01-01 15:00:00,2002,1,1,0.8939778092677227,0.9999457470183493,10.893435279451216
2002-01-01 16:00:00,2002-01-01 16:00:00,2002,1,1,0.9621641110969577,0.9999382722400014,10.961546833496971
2002-01-01 17:00:00,2002-01-01 17:00:00,2002,1,1,0.4515934485126829,0.9999303152383551,10.450896600896233
2002-01-01 18:00:00,2002-01-01 18:00:00,2002,1,1,0.8045991123029111,0.9999218760172474,10.803817872475385
2002-01-01 19:00:00,2002-01-01 19:00:00,2002,1,1,0.7779257314204079,0.999912954580748,10.77705527722789
2002-01-01 20:00:00,2002-01-01 20:00:00,2002,1,1,0.5831265869129932,0.9999035509331596,10.58216209624459
2002-01-01 21:00:00,2002-01-01 21:00:00,2002,1,1,0.36828288121452135,0.9998936650790171,10.367219532004691
2002-01-01 22:00:00,2002-01-01 22:00:00,2002,1,1,0.3995437861185025,0.9998832970230879,10.398376756349382
2002-01-01 23:00:00,2002-01-01 23:00:00,2002,1,1,0.44498773880892295,0.9998724467703719,10.443712206512641
2002-01-02 00:00:00,2002-01-02 00:00:00,2002,1,2,0.8696446678825733,0.9998611143261019,10.868255811143593
2002-01-02 01:00:00,2002-01-02 01:00:00,2002,1,2,0.2662219734858645,0.9998492996957429,10.264714970443293
2002-01-02 02:00:00,2002-01-02 02:00:00,2002,1,2,0.6355392566268491,0.9998370028849926,10.633909285476776
2002-01-02 03:00:00,2002-01-02 03:00:00,2002,1,2,0.4726124039271212,0.999824223899781,10.47085464292493
2002-01-02 04:00:00,2002-01-02 04:00:00,2002,1,2,0.09814309781446051,0.9998109627462709,10.09625272527717
2002-01-02 05:00:00,2002-01-02 05:00:00,2002,1,2,0.5541783676635009,0.9997972194308576,10.552150561972079
2002-01-02 06:00:00,2002-01-02 06:00:00,2002,1,2,0.07925353373931798,0.9997829939601689,10.077083473341006
2002-01-02 07:00:00,2002-01-02 07:00:00,2002,1,2,0.3571585029158656,0.999768286341065,10.354841366326514
2002-01-02 08:00:00,2002-01-02 08:00:00,2002,1,2,0.07809001046474595,0.9997530965806385,10.075620976271132
2002-01-02 09:00:00,2002-01-02 09:00:00,2002,1,2,0.11366147586146802,0.999737424686215,10.111035722723617
2002-01-02 10:00:00,2002-01-02 10:00:00,2002,1,2,0.833237710384446,0.9997212706653522,10.83045041703797
2002-01-02 11:00:00,2002-01-02 11:00:00,2002,1,2,0.7735302333201294,0.9997046345258405,10.770576578578533
2002-01-02 12:00:00,2002-01-02 12:00:00,2002,1,2,0.3695082291699928,0.9996875162757026,10.36638339192702
2002-01-02 13:00:00,2002-01-02 13:00:00,2002,1,2,0.5159897226097647,0.9996699159231939,10.512688881841704
2002-01-02 14:00:00,2002-01-02 14:00:00,2002,1,2,0.6343028229993919,0.9996518334768022,10.630821157767413
2002-01-02 15:00:00,2002-01-02 15:00:00,2002,1,2,0.10476601131267149,0.9996332689452478,10.10109870076515
2002-01-02 16:00:00,2002-01-02 16:00:00,2002,1,2,0.4493908630877197,0.9996142223374836,10.445533086462556
2002-01-02 17:00:00,2002-01-02 17:00:00,2002,1,2,0.371718761242385,0.9995946936626949,10.367665697869334
2002-01-02 18:00:00,2002-01-02 18:00:00,2002,1,2,0.7994221985840948,0.9995746829302993,10.795169027887088
2002-01-02 19:00:00,2002-01-02 19:00:00,2002,1,2,0.4195009234868283,0.9995541901499472,10.4150428249863
