datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.32704016432162264,1.0,10.327040164321623
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.5142542157164195,0.9999997588734665,10.514251804451085
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.1374603639586135,0.9999990354939822,10.137450718898435
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.9477469738124695,0.999997829861896,10.947725272431429
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.0343655552701676,0.9999961419777894,10.03432697504806
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.5105615744489699,0.9999939718424762,10.510501292873732
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.9634079925756242,0.9999913194570031,10.963321187145654
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.37856266009571715,0.9999881848226492,10.37844450832221
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.09885731741321724,0.9999845679409262,10.098702996822478
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.5321685439297541,0.9999804688135782,10.531973232065535
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.9948466721941425,0.9999758874425823,10.994605546619965
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.2628538303412802,0.9999708238301476,10.262562068642756
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.0396305853172515,0.9999652779787161,10.039283365104414
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.20133584570960816,0.9999592498909624,10.200928344619232
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.3197838708170956,0.9999527395697936,10.319311266515031
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.12235593540539835,0.9999457470183493,10.121813405588892
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.4076047605816563,0.9999382722400014,10.40698748298167
