datetime,datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005-01-01 00:00:00,2005,1,1,0.7139740372513477,1.0,10.713974037251347
2005-01-01 01:00:00,2005-01-01 01:00:00,2005,1,1,0.34343178349371806,0.9999997588734665,10.343429372228384
2005-01-01 02:00:00,2005-01-01 02:00:00,2005,1,1,0.2731364630159051,0.9999990354939822,10.273126817955728
2005-01-01 03:00:00,2005-01-01 03:00:00,2005,1,1,0.325823293034329,0.999997829861896,10.325801591653288
2005-01-01 04:00:00,2005-01-01 04:00:00,2005,1,1,0.15221232499577275,0.9999961419777894,10.152173744773666
2005-01-01 05:00:00,2005-01-01 05:00:00,2005,1,1,0.3599576122800754,0.9999939718424762,10.359897330704838
2005-01-01 06:00:00,2005-01-01 06:00:00,2005,1,1,0.5239341371925411,0.9999913194570031,10.523847331762571
2005-01-01 07:00:00,2005-01-01 07:00:00,2005,1,1,0.8775009120339237,0.9999881848226492,10.877382760260415
2005-01-01 08:00:00,2005-01-01 08:00:00,2005,1,1,0.09639915136499944,0.9999845679409262,10.09624483077426
2005-01-01 09:00:00,2005-01-01 09:00:00,2005,1,1,0.01176447695164995,0.9999804688135782,10.011569165087431
2005-01-01 10:00:00,2005-01-01 10:00:00,2005,1,1,0.14989028318300324,0.9999758874425823,10.149649157608826
2005-01-01 11:00:00,2005-01-01 11:00:00,2005,1,1,0.5404475113755544,0.9999708238301476,10.54015574967703
2005-01-01 12:00:00,2005-01-01 12:00:00,2005,1,1,0.940728454411901,0.9999652779787161,10.940381234199062
2005-01-01 13:00:00,2005-01-01 13:00:00,2005,1,1,0.7547760792972888,0.9999592498909624,10.754368578206913
2005-01-01 14:00:00,2005-01-01 14:00:00,2005,1,1,0.7294773649080678,0.9999527395697936,10.729004760606003
2005-01-01 15:00:00,2005-01-01 15:00:00,2005,1,1,0.25308466989420175,0.9999457470183493,10.252542140077695
2005-01-01 16:00:00,2005-01-01 16:00:00,2005,1,1,0.4914637383695015,0.9999382722400014,10.490846460769516
2005-01-01 17:00:00,2005-01-01 17:00:00,2005,1,1,0.9515309999797864,0.9999303152383551,10.950834152363337
2005-01-01 18:00:00,2005-01-01 18:00:00,2005,1,1,0.5788994803031012,0.9999218760172474,10.578118240475575
2005-01-01 19:00:00,2005-01-01 19:00:00,2005,1,1,0.6884709968531115,0.999912954580748,10.687600542660592
2005-01-01 20:00:00,2005-01-01 20:00:00,2005,1,1,0.34135881229978393,0.9999035509331596,10.340394321631381
2005-01-01 21:00:00,2005-01-01 21:00:00,2005,1,1,0.44932354944583863,0.9998936650790171,10.448260200236009
2005-01-01 22:00:00,2005-01-01 22:00:00,2005,1,1,0.3975762508791312,0.9998832970230879,10.39640922111001
2005-01-01 23:00:00,2005-01-01 23:00:00,2005,1,1,0.3302990913888063,0.9998724467703719,10.329023559092525
2005-01-02 00:00:00,2005-01-02 00:00:00,2005,1,2,0.4597006168706469,0.9998611143261019,10.458311760131666
2005-01-02 01:00:00,2005-01-02 01:00:00,2005,1,2,0.9961520580791788,0.9998492996957429,10.994645055036608
2005-01-02 02:00:00,2005-01-02 02:00:00,2005,1,2,0.7281325718134952,0.9998370028849926,10.726502600663421
2005-01-02 03:00:00,2005-01-02 03:00:00,2005,1,2,0.1297496006494595,0.999824223899781,10.127991839647269
2005-01-02 04:00:00,2005-01-02 04:00:00,2005,1,2,0.39072079794203185,0.9998109627462709,10.388830425404741
2005-01-02 05:00:00,2005-01-02 05:00:00,2005,1,2,0.05909727139229015,0.9997972194308576,10.057069465700867
2005-01-02 06:00:00,2005-01-02 06:00:00,2005,1,2,0.6539833479167999,0.9997829939601689,10.651813287518488
2005-01-02 07:00:00,2005-01-02 07:00:00,2005,1,2,0.14365572602287613,0.999768286341065,10.141338589433525
2005-01-02 08:00:00,2005-01-02 08:00:00,2005,1,2,0.18599091046592753,0.9997530965806385,10.183521876272312
2005-01-02 09:00:00,2005-01-02 09:00:00,2005,1,2,0.05032892789593535,0.999737424686215,10.047703174758084
2005-01-02 10:00:00,2005-01-02 10:00:00,2005,1,2,0.9985998648281108,0.9997212706653522,10.995812571481633
2005-01-02 11:00:00,2005-01-02 11:00:00,2005,1,2,0.7483513358158543,0.9997046345258405,10.745397681074259
2005-01-02 12:00:00,2005-01-02 12:00:00,2005,1,2,0.8605989509056835,0.9996875162757026,10.857474113662711
2005-01-02 13:00:00,2005-01-02 13:00:00,2005,1,2,0.7174157777871166,0.9996699159231939,10.714114937019056
2005-01-02 14:00:00,2005-01-02 14:00:00,2005,1,2,0.025586210124300734,0.9996518334768022,10.022104544892322
2005-01-02 15:00:00,2005-01-02 15:00:00,2005,1,2,0.4798250003722979,0.9996332689452478,10.476157689824776
2005-01-02 16:00:00,2005-01-02 16:00:00,2005,1,2,0.9900383115409978,0.9996142223374836,10.986180534915833
2005-01-02 17:00:00,2005-01-02 17:00:00,2005,1,2,0.8366153489115107,0.9995946936626949,10.832562285538462
2005-01-02 18:00:00,2005-01-02 18:00:00,2005,1,2,0.08887390753778757,0.9995746829302993,10.08462073684078
2005-01-02 19:00:00,2005-01-02 19:00:00,2005,1,2,0.5776594571992845,0.9995541901499472,10.573201358698757
2005-01-02 20:00:00,2005-01-02 20:00:00,2005,1,2,0.8216577475393873,0.9995332153315211,10.816989900854598
2005-01-02 21:00:00,2005-01-02 21:00:00,2005,1,2,0.6846594925267672,0.9995117584851364,10.679777077378132
2005-01-02 22:00:00,2005-01-02 22:00:00,2005,1,2,0.05222639405704166,0.9994898196211406,10.047124590268448
2005-01-02 23:00:00,2005-01-02 23:00:00,2005,1,2,0.7777258425774425,0.9994673987501137,10.77239983007858
